gene_name,Day 0,Day 5,Day 9,Day 12,Day 15
L1CAM,2.971223975,29.60044452,5.439644404,9.076599373,20.94739792
LAMA3,2.457621322,4.725517058,1.991241806,0.357255021,3.796468857
LAMA5,30.18949526,31.06054662,374.4958779,280.7618923,60.34822653
LAMC2,2.331727833,10.9770833,2.721779008,3.299001648,3.073139958
LAMC3,0.971939399,1.16995632,2.451524324,28.87828161,29.26577673
LBX1,0,0.674087654,1.836631118,2.065374294,1.044902912
LDB3,0.092372893,0.186006175,36.2456431,91.41462986,103.4218447
LDHD,1.139977478,1.6544137,5.769350592,5.768589983,0.814674282
LEFTY2,0,0.18717238,0.720679593,5.212649796,3.393784317
LGI4,0.80561097,12.05844348,21.92612515,16.81621802,3.868924581
LHX4,0.065785532,0.478269419,3.532698456,2.497558291,5.645504413
LIFR,9.761322797,7.561395959,8.67697959,6.476658821,14.62004202
LIG4,18.18001553,41.46760151,44.60123045,33.97150794,28.97243332
LIMS2,41.76158473,15.15336378,16.36784246,18.54515577,26.06789916
LINGO1,0.361835563,0.667548186,1.122685972,1.434298076,0.520185452
LIPC,4.258062131,2.599444167,5.601700569,5.197630892,4.055264339
LIPT1,3.238237728,2.724334514,3.199014964,6.019448487,5.63081855
LMOD2,0,0.268022796,3.37075455,13.53778243,7.709830309
LMOD3,0,0.108653206,22.90323677,34.2122026,39.25370427
LPAR6,9.906680703,7.482984609,7.634763932,7.644120365,8.640213143
LRRC56,0.913407779,0.293937304,0.777655181,0.64278909,0.651864772
LRRC8A,77.17987324,89.78680028,67.02950673,69.28011451,53.09199723
LYRM4,27.92589053,23.23273251,19.44375647,22.83712951,20.56558282
LZTS1,4.23336444,13.42243481,60.5678792,38.9801987,16.75483393
MAGI2,13.85827492,10.15473003,12.30709658,12.60196424,13.43619092
MAMLD1,82.89838866,13.90466876,7.497957956,10.90168511,15.79242543
MARVELD2,1.637562876,1.076476518,1.562473557,0.839826153,1.492729442
MAST1,0.262432627,1.300825237,0.621759876,0.653970627,0.677275418
MAST4,19.60563691,33.73528041,21.41604503,12.19154447,20.11142459
MCFD2,379.6658025,314.4510369,179.9443252,190.6953672,195.3772243
MDM2,187.330016,205.9116012,180.8545998,184.8030593,154.9275014
MECOM,2.018765229,5.094313691,1.456718303,0.861979519,1.217057027
MED12L,1.09511447,1.538350643,1.238722702,0.975147119,1.553358883
MEF2C,19.59512268,33.78519122,66.84407948,74.34769845,132.1675099
MEGF10,0.428380525,7.429442524,10.80464686,13.37202679,7.772893964
MEI1,0.686414598,2.977510314,0.185030137,0.335793517,0.288023378
MEIOB,0.995964362,0.239580379,0.785804279,1.217040881,1.249213373
MEN1,38.95384151,35.09174404,34.19809619,32.03004403,26.85641294
MITF,1.662428067,2.959288344,1.714400309,1.986713012,2.468109973
MLIP,0,0.457434073,1.578054047,2.768203544,1.560250739
MOV10L1,1.247599315,1.798893268,0.910751318,0.878530817,0.786214145
MPO,0,5.075762045,7.954316738,6.012667767,0.659732427
MSTN,1.771241313,0.798318868,2.345319032,1.6633697,2.211071374
MUC1,15.69396282,6.867175777,2.989834098,4.187084028,4.472030429
MUSK,0.017450907,3.036848044,21.7815101,19.50055697,7.07845334
MYH2,0.785315058,0.690143061,21.41935991,45.19096672,292.3475225
MYH3,6.703763694,3.585872337,63.66910665,118.225136,222.2682358
MYH6,0.16192485,0.158552011,0.317084738,1.312877735,3.711463424
MYH7,0.175370648,0.076706499,0.307788586,2.870707428,18.55446449
MYH7B,0.298756829,0.914261389,79.6575965,183.9952614,74.27334836
MYH8,0,0.343663919,81.91485322,332.0040686,503.9438421
MYL1,0,0.037503719,12.80425912,37.23403835,101.7094924
MYL3,1.678976287,0.573214566,0.48505709,1.974194355,3.518854778
MYLK3,0.508858026,1.467156619,2.104389477,1.555051456,0.586098006
MYO15A,0.697619684,2.227247614,3.971517507,1.246404805,1.024525607
MYO18B,0.146819274,0.350640773,28.77415268,33.7934825,13.88717641
MYO5B,0,7.298977128,58.55473024,30.0956197,2.149827837
MYO7A,0,4.014002047,9.630008082,6.127845543,0.253111436
MYOD1,0.016598466,5557.736216,3372.536929,1599.676623,83.65565194
MYOM1,1.793831106,0.565597479,2.760900168,9.202578771,21.28227753
MYOZ2,0,1.60922389,20.74942187,51.31009148,31.01824983
MYPN,2.035138077,9.160700589,30.65557166,25.23857158,23.63695265
NALCN,9.230766394,2.517619459,4.474755587,4.476196188,5.207976032
NAT8L,0.619091138,0.905412405,11.3034946,7.914611299,9.992074218
NBEA,16.61834478,12.84415157,37.82584217,40.09027951,26.5009599
NCOA4,231.8936979,215.2243398,200.0997835,179.4955539,204.650079
NDNF,6.056358424,2.443273676,20.72164193,42.37354522,106.7615007
NDP,1.449414795,1.801543639,11.53942481,15.82818212,9.561934444
NDUFC1,19.84945433,21.02958903,28.16799094,27.85128143,28.03725668
NEB,0.037563702,1.577049532,42.76974449,179.5175651,119.1792906
NEFH,0.641289905,0.916582817,1.547214066,0.861170199,1.225520905
NEK10,6.866371086,5.369680237,2.078997476,2.550118311,4.816869526
NEUROD2,0,0.501542311,1.547927146,1.701732884,0.035017367
NFASC,138.6640898,222.0564044,199.4271721,118.7636906,65.60244832
NHLH2,0.08556614,3.883085176,7.117096779,6.887157666,4.031819965
NHS,17.46422901,11.97728359,4.63083529,2.824047175,5.985188823
NIPAL4,0.700456404,2.945353843,1.971625011,1.841120862,0.042179364
NKX2-6,1.240989386,1.227739193,0.392903837,0.401012142,0.415817352
NKX3-2,0.06174976,0.695603481,1.392394392,1.762542634,1.776372678
NLGN3,0.436592222,2.232198655,3.587718979,2.927899419,0.898442146
NME5,0.25966547,0.581157228,0.576450034,0.169014206,1.07599098
NMNAT2,2.362504769,1.571236902,1.730381609,4.32685834,29.17391183
NOS1AP,0.167456631,2.83828585,0.364066916,0.608779515,0.779785396
NOVA2,0,0.497475569,1.759005992,0.663943117,0
NPTX1,6.83801016,0.752748378,12.29344647,6.667836769,12.81905535
NR3C2,1.803183202,1.372999311,3.172732576,3.003536282,2.830251712
NR4A2,1.66958999,2.089207156,1.521314955,1.566894766,1.197394127
NRAP,0.034502872,0.027503425,1.264725725,6.014038868,39.54391721
NRCAM,5.091480171,5.190957148,17.10129268,13.85673349,12.92287149
NRG1,80.41387145,41.9819287,12.70077956,25.23880763,64.62342793
NSF,27.86031625,34.64565339,42.87697212,47.35910932,22.3435155
NTN1,69.21754014,3.589364972,19.82583884,19.20538009,48.34077604
NTRK1,0.531108564,6.038198908,9.815511916,7.755538111,1.461171188
OBSL1,84.36574172,103.5454491,144.9053617,170.3460329,114.2493198
OCLN,0.578998787,0.477043015,2.143590561,1.603008459,2.171420814
OGG1,18.44936181,17.47562114,19.39103374,20.2696428,21.9856051
OPA3,28.78199839,24.38111152,38.20252538,32.5414946,38.32867458
OPCML,7.39504995,11.82732401,2.11134698,7.280586028,5.202882159
OTOF,0,5.265903368,11.59457418,3.375525606,0.524284612
PAPPA2,21.6446259,7.504056358,1.928339928,10.39499294,3.428190811
PAX3,4.214725132,5.352791288,5.832405891,9.239334996,5.052613054
PAX6,4.424755,2.60832682,1.11238428,1.064730345,1.892021773
PAX8,1.954402897,4.791932732,3.095216302,2.522310003,1.605421283
PAX9,0.609207263,3.142236347,2.369472849,1.190729174,0.794695696
PCDH19,0.508283122,0.322453018,0.628670636,0.608406622,3.603486661
PCLO,0,1.093004638,1.967113604,0.604612443,0.187932855
PCSK9,0.947249446,0.214235873,34.40276478,40.79931076,43.2110509
PDE10A,0.96943034,3.640674181,4.393613164,3.771255226,0.395716584
PDE11A,13.3780666,2.878221734,2.893863382,1.521914914,1.373922342
PDE1C,127.7229467,12.89878042,7.313691459,3.161983613,5.601250877
PDE2A,0.854496627,2.92265973,6.420690551,3.637283188,8.785370383
PDE3A,3.092695768,0.429934567,1.324347621,3.000522825,3.982914909
PDE4D,4.881024037,15.37248983,6.232971497,4.727765225,5.475346237
PDGFB,0.213682566,0.822659065,9.506310629,8.475187845,5.162322987
PDLIM3,0.009418342,6.093703539,139.494787,83.26206966,98.77061835
PDYN,0,0.483617014,0.427633669,0.984625867,0.105721775
PDZD7,1.311747158,15.49465923,1.701447692,1.669736488,1.749245804
PER3,40.03065405,20.55917308,40.12756266,34.86881092,44.38851953
PGAM2,0.12577452,8.053168798,44.07634808,58.15373475,8.224058317
PGM2L1,6.999448502,18.90725193,17.69739149,17.9099865,21.78534438
PHACTR1,6.116736735,14.83332513,16.73588704,28.20014131,28.97230825
PHEX,5.060542804,0.9540574,1.790764703,4.736152907,3.446453357
PHKG1,3.555384554,2.162435621,5.493412734,5.688946446,1.930559432
PIEZO2,14.53503287,0.99643864,10.77984362,7.433229648,14.1170316
PIGW,11.30387433,15.42193067,6.740328929,6.691439037,11.28504384
PITPNM3,9.516275754,7.135322981,1.730109281,2.680772026,10.63506745
PITX1,12.23659651,7.218730092,7.224880875,9.73985907,8.106525127
PITX2,11.48714113,22.11083243,25.85981265,27.33766501,32.85429577
PITX3,0.072525927,8.711730815,10.83152116,9.095506795,1.309655042
PIWIL2,0.392326521,1.523341082,3.106882188,1.908463212,0.510236156
PJA1,28.39342404,26.78908394,29.53101688,29.84083481,31.16387155
PKD1L1,0.377326542,1.632199405,0.35988719,1.982550143,3.099020539
PKHD1,0,0,0.9488229,1.049730546,5.491872031
PKP1,0.101081778,52.26174919,4.394136448,5.307662391,2.730276665
PKP2,0.046116899,0,0.348873835,1.217127788,2.285486567
PLAG1,29.81969847,13.94439051,13.22811751,12.98300175,13.22068737
PLCB1,14.04081716,4.929748432,18.13010533,29.70845817,37.25136145
PLEKHG5,11.08825396,27.56833535,14.62895204,40.7706327,25.76922051
PLN,0.529173483,0.377857284,1.985783445,1.120088533,1.923692673
PLP1,0.227111333,1.008586184,0.430016256,0.58502314,0.499791085
PLS1,0.475749096,2.898522809,5.118822149,2.567058037,2.669511505
PMS2CL,4.623124946,4.586455751,4.383134776,4.761798201,4.502955012
PODXL,29.80248591,541.1173821,42.94120472,20.57367318,28.42621347
POLR1B,17.77429664,25.55894742,29.94399714,28.97711706,22.61486651
POMC,0.073008472,0.496634677,0.580762643,1.214953223,0.554638286
PORCN,16.08005386,28.27694724,13.24615881,14.22077961,16.33699623
PPP2R2B,0.139675206,1.769570525,2.535507691,1.39857751,0.537735447
PRDM15,13.30270206,10.46833591,16.42373192,15.95765421,17.66965444
PRDM6,0.401510135,2.135319947,2.148124881,2.532902203,2.701513372
PRICKLE1,12.62706455,6.609643852,10.35792288,11.95689389,20.7884428
PRKG2,6.435642383,1.527822377,0.738427204,1.027576569,1.204642298
PRLR,12.3395261,8.229621675,1.63011072,2.686340819,0.568727561
PRODH,0,0.197103611,3.476927478,4.948445083,0.686935517
PROM1,0.014300882,0.940992581,1.407204101,1.447331242,0.221338917
PRPH2,3.722594422,3.134312013,1.724232174,2.850890096,2.313937269
PRRT2,4.895304653,1.291607087,1.159829945,1.580791448,1.552126277
PRSS56,0,1.27253147,1.70066256,1.678188898,0.416027885
PRX,10.85316767,6.75988955,11.450895,6.742229968,7.841760348
PTCH2,0.754921628,3.042129843,4.236093345,3.805359343,1.926222128
PTCHD1,0,0.025439939,0.545845326,5.565591674,6.839823685
PTGIS,76.60428348,5.081856171,7.258175408,5.234388626,14.06059778
PTH1R,3.764978963,1.140805295,1.768522138,3.584004083,2.468783221
PTHLH,5.433464742,4.048474307,4.589565888,3.551316056,2.699133077
PTPMT1,30.5168118,33.01871599,26.46417423,22.68579471,19.41720264
PTPRO,0.536321428,0.38486313,1.233862102,0.446370556,0.683509222
PTPRQ,5.515219939,6.754137013,0.714825635,1.056771928,2.890684738
QRICH2,4.872444524,2.477383111,4.252044137,7.113090571,3.547036813
RAG1,0.160005221,2.859453942,4.173750172,3.056781175,1.114254481
RALGAPA1,23.10502723,17.43315096,23.1750764,22.54501043,35.67986002
RAPSN,0.214820607,10.51663663,11.80495223,15.04310279,5.349090299
RARB,0.007076093,0.330745647,0.412374831,1.212521145,1.437587959
RBFOX1,0,0,3.672968525,10.25142008,22.95982747
RBM20,0.109733607,0.141351524,7.136674164,10.58191151,2.738449167
RDX,101.2936958,129.085697,99.87600279,100.551655,108.6556031
REEP1,0.087228554,5.141158634,18.62949635,41.69690494,57.25621872
RET,0.490101555,0.471270574,0.895838087,0.549282552,0.445630628
RGR,0,0,3.238888964,3.204610275,0.582908346
RGS9,1.797838121,1.958756116,1.057205074,1.304260018,2.506549793
RHCE,0.561547899,0.832895645,0.481911347,2.384862494,1.366854513
RHOBTB2,27.54440913,28.33041143,23.28145144,19.83299622,28.79537957
RIMS1,3.856097237,3.014978308,0.392752133,0.880235573,0.423997862
RIMS2,2.233612096,6.654814415,4.678329852,7.320944962,4.562800174
RIPK4,4.232368223,6.745198811,8.308251151,11.75442058,6.603470285
RNF212,7.192495892,5.54544385,7.788682909,9.019286286,6.785115588
RNF220,84.91911559,53.39051087,49.17334902,44.79194631,45.41869775
ROBO2,45.39387322,1.596822616,69.20984402,155.9270744,192.0718258
ROBO3,12.59755056,8.031694579,5.405955705,6.110832544,4.011829401
ROBO4,0.817603559,2.876104024,0.359092058,0.163647737,0.018268873
RORC,0,0.568764989,8.208295146,8.008760406,0.280761222
RPS20,536.4793641,309.1308633,330.7170548,417.6730981,367.8748544
RSPH4A,0.92585955,3.346225661,2.501865562,1.733975894,0.31960084
RSPH9,0.639104534,4.150826648,2.459549295,1.484890056,0.160234362
RSPO1,4.749795519,0.14621198,55.69901156,80.34032208,62.32858801
RSPO4,2.671530813,11.08498507,4.616860963,7.276171565,4.813294136
RYR1,0.01449294,1.921288404,434.3678892,761.1668111,206.6902857
SALL1,12.25607971,16.45079459,9.746877098,10.44941145,11.6111845
SAMD11,12.30899109,25.85199317,1.527681145,0.75714378,1.146370741
SARDH,0.273445474,5.735659103,23.41338963,9.87126388,1.977299086
SCAMP5,2.067609009,2.090663923,2.362326616,4.180210618,2.926137378
SCN2A,3.440947771,2.546227312,2.072691285,2.213549688,4.403478431
SCN3A,0,3.127483647,0.323036118,0.045688774,0.867783624
SCN3B,0.392267277,1.094389243,0.865656614,2.166519908,1.639581711
SCN4A,0,1.094343787,51.94159238,62.74785191,28.40561354
SCN5A,0.065811101,17.64594593,12.6581607,36.09845833,21.22492492
SCN7A,0.031420797,3.57998738,3.137470472,1.222943466,0.464281409
SCN8A,52.95119016,36.30005177,57.60205286,46.02538358,63.89641356
SCN9A,19.61158039,13.30795495,8.782424598,9.984070508,4.24469094
SCNN1A,1.145268765,0.999906417,0.921246821,0.066339774,0.421995293
SCUBE3,6.416512422,65.67645598,1.376861827,0.544320429,0.521821177
SEMA3A,21.55307909,26.96457028,20.74582918,37.37107779,52.77735453
SEMA3E,1.001536814,4.029612375,1.547875773,1.657351665,1.551512994
SEMA6B,0.20293688,7.147107645,115.3133256,40.68790103,6.23349011
SETBP1,44.44280495,11.57897239,7.451995959,8.240323899,11.14024319
SFRP4,0.384485861,0.208964616,0.751519957,0.90501185,11.82504856
SFTPC,0,0.265923812,1.756101676,0.866505791,0.10864296
SGCA,1.290183741,62.60335329,129.9511752,120.0680703,46.04635341
SGCG,16.26886324,5.025097012,12.30247024,26.40363709,49.04482728
SGMS2,55.292239,24.86346972,17.46982115,20.22792779,29.32657062
SH3TC2,0.876582029,3.134399472,1.840247469,4.060554298,2.659888919
SHANK1,5.724048173,10.65955285,23.43803088,22.43872459,24.12468788
SHANK3,8.164428451,6.493564155,4.553960642,4.904946893,3.748960775
SHROOM3,53.01507413,19.25674267,24.19376431,37.84512157,75.04165521
SHROOM4,2.389163309,5.648662062,4.214784076,4.014137665,2.191473105
SLC13A3,1.464680065,1.000240457,1.180825813,1.361330075,1.36747962
SLC13A5,0,0.890285154,0.83931613,0.383764777,0.013377285
SLC18A2,0.066592342,0.366032698,1.566741463,0.921030455,0.239182243
SLC1A2,23.99863016,2.824349681,39.53139605,95.55236966,130.6156687
SLC25A21,0.210557726,2.313184602,1.75715934,2.396852454,0.832587721
SLC26A4,0.903832059,0.496687521,2.952765433,3.044241432,0.402581811
SLC30A2,0,0.138727739,1.710075023,0.521465091,0.086159514
SLC35C1,57.16730529,36.14984871,37.88076003,48.33233426,51.64246051
SLC38A3,0.211138513,0.783453116,8.719412532,3.969366049,0.76404884
SLC46A1,6.918440769,7.089541293,10.48184505,11.67304995,16.13057633
SLC4A3,8.975389648,8.04872203,4.568199424,5.185010513,8.504101511
SLC4A4,9.379250502,35.37746058,19.73583531,13.68823332,15.549407
SLC51B,0,1.474399338,7.234783235,3.229729856,0.222380836
SLC5A2,2.485640178,1.426311169,1.088752345,1.151050467,0.709867365
SLC6A1,0.01409376,0.024478104,0.086000891,0.216635814,5.895798083
SLC6A17,0.772616558,10.16052828,2.92501708,3.210636301,8.20417916
SLC7A14,9.300519859,0.113271773,18.06475778,32.24693803,47.68857654
SLC9A3,13.83188909,8.557361737,5.852373286,5.537827305,8.377343625
SLITRK6,0,0.056254267,1.135819215,2.734687577,3.613242779
SMAD9,11.08286322,28.83396041,1.489965671,1.198298872,3.582369862
SMN1,4.575697492,5.532590408,4.222589636,2.182038649,5.371336958
SMOC1,0.521974254,2.300207218,0.589800458,0.935125694,4.002532718
SMPX,0,1.549562483,36.86709493,39.94906557,51.26140624
SNAP25,0.083435669,0.211171357,12.2660982,34.5650613,35.99315304
SNRPN,56.61987137,93.224165,164.5624028,168.5386389,119.0504958
SOBP,3.751583088,4.153781226,1.722482863,1.13826858,1.746462095
SOX6,2.768069745,4.560346906,1.946970507,6.032773283,1.676176393
SPAG17,0.294485119,0.401986988,1.425630099,0.971762707,0.33295413
SPEF2,7.493728267,3.221959966,2.570731648,2.842260864,8.522032979
SPNS2,0.407756352,2.512838219,11.31376908,11.12963333,1.72135878
SPRY4,27.57415782,67.74309281,23.55151428,33.50208851,21.28467327
SPTB,0.224807959,42.7226501,115.2167725,103.5103513,16.23679668
SPTBN2,0.773437895,1.772643597,1.486822067,2.753567156,3.979241785
SPTBN4,5.118050509,4.245771814,2.575937596,3.798239039,3.091005728
SRPK3,0.481707072,5.036506854,22.92025853,39.77853866,17.4625325
ST3GAL3,17.02431315,18.12616064,12.42639149,13.47783957,18.26226731
STAB2,0,7.140700377,8.421088126,9.074352743,3.319218881
STAG3,0.235733036,1.07941283,0.843394292,0.850116754,0.706923298
STOX1,0,0.448035356,1.233154469,1.18026153,1.05875718
STRC,0.056445023,0.565023699,0.850047183,1.25478606,1.269208442
STX1B,5.800399573,11.81916083,4.102829706,3.17816316,2.549670789
SYCP2,1.95215302,2.704431339,1.665765219,1.6797867,1.455871666
SYN1,0.182749679,1.66684545,0.586260958,0.840401202,1.743400704
SYNE1,155.7134948,181.7185239,109.6440917,110.3655871,89.86691115
SYNJ1,13.40914869,23.68799656,22.60351787,26.28421999,23.94525271
SYT1,2.133407409,10.57946976,10.15360427,15.25876796,13.62353724
SYT14,2.507298197,12.68735863,4.326707989,7.011795017,3.210833507
TAPBP,18.11394058,30.89397977,31.95615478,19.68512636,22.94346646
TBX1,14.11452543,10.71929296,17.84454518,19.31748,10.3039137
TBX19,4.854749715,3.287918835,3.365473307,3.493519946,2.986581884
TBX4,0.601909044,1.217389837,1.549491277,2.024704984,2.847781755
TBX5,11.72402593,6.694748619,4.852053182,5.344712688,5.960424639
TCHH,0.326306382,25.67600703,16.49923749,32.61063845,121.2696379
TDRD9,0.13379285,0.309273886,0.612287905,3.172153725,0.750476616
TECTA,1.321676271,3.270102862,1.896527782,2.625167445,1.411408644
TEK,6.368090239,9.735473215,0.257574236,0.165190052,2.029606312
TENM4,32.44013257,26.61275702,22.621843,7.311029905,15.1348129
TEX14,0.015851185,0.855666208,1.69597647,0.786823288,1.434419019
TF,0.848612914,2.560419149,0.973219188,2.598038861,2.23756459
TFAP2A,3.467286857,2.773646344,5.202211766,12.7358524,7.541095334
TG,2.26265157,2.10229274,4.356534183,8.740421062,5.806700056
TGFB2,9.403293896,11.28993604,14.70241068,28.82542396,43.4483244
TGIF1,54.04375679,78.18687034,46.62594301,49.82644018,33.05800432
THBS4,19.91376272,3.666307584,19.55889103,49.18917666,59.88474494
THPO,0.338793197,1.472531996,1.936478498,1.924971466,0.577593796
THRB,79.19367424,12.56952063,14.76090211,13.5073955,15.78973556
TIAM1,2.559632839,5.427287593,2.302255964,2.921788058,4.34201422
TIE1,0.013975988,1.575449968,0.008619308,0.104840648,0.633723764
TIRAP,11.65988525,3.978594483,4.813825613,4.181576815,6.037700427
TLR5,0.041746115,0.346588315,1.199949273,3.297993845,1.219941553
TMC1,0.386477185,0.396028253,0.628998099,0.529376872,1.788467636
TMEM63C,0,1.121496408,5.901185074,1.505227066,0.022084485
TMIE,0,0.738936847,1.053213206,0.800096697,0.902726582
TMTC2,19.55735799,3.533466702,19.46503262,19.88822045,26.49086805
TNFRSF11A,0.25737191,1.723155375,0.751607419,0.40428859,0.294493523
TNFRSF13C,0.478729151,1.06098451,4.489913383,5.139314255,0.511603251
TNFSF13,1.922420429,1.937430158,4.06446048,2.904346234,1.463299537
TNNC2,0.366590422,0.231025726,12.47242112,35.58014832,31.36867883
TNNT1,0.009348121,25.64579246,106.7058956,237.1810911,147.6057717
TNNT2,0.066650886,100.5703986,1020.309555,1340.537773,874.2951694
TNNT3,0,0,1.14493309,3.845086111,0.325664243
TNXB,10.81374174,0.232876252,0.500004405,2.217511702,2.890747932
TREX1,9.206733121,15.77240687,5.263962249,3.88996441,3.830019823
TRIM36,0.136789262,9.763837224,7.309837932,5.92413258,2.976093449
TRIM63,0,0.441908877,4.318944023,9.692257851,4.818452889
TRIOBP,139.9140541,148.7974585,55.59499468,63.49609741,80.79505261
TRPA1,2.01753875,3.700123254,1.560287178,0.5525438,0.748832169
TRPC3,1.68464942,1.424332547,1.605481967,3.302316247,2.125476062
TRPC6,5.596208899,0.142842573,0.097556237,0.385276513,0.099158977
TRPM8,0.298251014,0.400857284,1.908022113,5.988619429,4.304645172
TRPS1,87.21097614,59.8168426,44.99832597,45.89331804,54.69006141
TRPV3,2.443713796,20.46204772,20.040168,11.7664129,5.673914098
TRPV4,5.445687242,5.761336247,4.131230861,2.565390279,2.260440031
TSEN34,0.545380146,0.846553145,0.564746089,0.890330798,0.212239518
TSGA10,1.293461857,4.22552532,4.246376981,3.928058019,4.088921028
TSHZ1,39.12748539,24.83803847,30.77857394,26.89944077,22.44416269
TSPAN7,0.005852128,0.314324448,0.273260456,1.330392315,3.707221736
TTC21A,2.824844868,5.013884355,4.065365927,5.121279848,5.95054304
TTC8,68.90073653,27.54190708,20.64665058,31.82066359,29.95381554
TTN,0.091358577,5.656085448,729.3641388,954.0140749,1240.470069
TUB,31.79268383,15.17586817,17.44209732,17.43959562,17.69535479
UNC45B,0,36.12073332,461.8427103,339.9540762,108.0681439
USP9Y,34.97255263,30.61405803,27.18432584,28.1952627,24.45704144
WNK3,0.205177583,1.017352453,0.90516162,3.203708344,1.02240878
WNT10B,0.649693871,1.671306494,1.78986873,2.294368325,1.053670648
WNT2B,1.673230464,1.179651444,1.846721851,2.288368207,3.319023625
WNT3,6.191823316,4.169392822,2.504353815,1.941810274,2.14571315
WNT4,2.269622081,1.334346471,6.911741952,7.817474286,1.750457742
WNT6,0.020950753,0.952688576,0.891915249,0.855243206,0.151897947
XDH,19.19908505,4.842953807,1.135575201,0.349033268,0.594213484
XIRP2,0.063544363,0.298760088,0.362073932,2.691705228,8.455945464
ZBTB18,16.97408382,32.55009406,115.5793384,65.968365,35.15006244
ZBTB20,43.84777193,44.07679466,72.66617366,58.08474199,82.73910261
ZFHX2,2.900702116,3.312305292,6.922162247,6.007206824,11.54976402
ZFPM2,1.940561336,4.162647869,1.881219743,2.609596692,4.693358632
ZFYVE27,30.32210438,37.18602264,49.43915611,44.73293888,26.35280905
ZMYND10,0.739154706,0.915918583,1.314682493,1.406376978,0.634455409
ZNF41,16.06617934,12.17391896,11.85782293,10.39127344,11.17971246
ZNF423,0.986151645,0.194332259,2.125908381,2.028651702,0.929112901
ZNF469,33.34550969,7.271386826,22.1727853,34.31303896,32.78876864
ZNF711,1.196046277,8.451164092,2.215930404,2.067505976,2.667532557
ZP3,1.328398598,1.599389473,1.08041955,1.133678671,1.326936053
